,v54,v70,v104,v114,v32,v102_prime,v62,i12,v82_prime,v74_prime,v86,v64,v46,v56,v50_prime,v42,v68_prime,v52_prime,v86_prime,v28_prime,i8,v94_prime,v26,v26_prime,v58,v42_prime,v98,v110,v68,v106_prime,v110_prime,v34,v28,v40_prime,v62_prime,v100,v98_prime,v60_prime,v94,v46_prime,v84_prime,v114_prime,v38_prime,i4,v54_prime,i18,v80_prime,v88_prime,v56_prime,v112,v74,v102,v92_prime,v72,v30_prime,v90_prime,v36_prime,i24,v100_prime,v90,i20,v76,v44,v48,v96_prime,v104_prime,v50,v84,i14,v78_prime,i2,v82,v66,v78,v64_prime,v30,v70_prime,v108,v112_prime,v96,v108_prime,v36,i16,v34_prime,v92,v38,v32_prime,v52,v76_prime,v58_prime,v72_prime,v44_prime,v66_prime,v106,v60,i10,i6,v88,v40,v48_prime,i22,v80
10,1,1,1,0,1,1,1.0,1.0,1,1,1.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,1,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,1.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.0,1,1.0,0
11,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1,0.0,1
12,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,0.0,1
13,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,0.0,1
14,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1,0.0,0
15,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,0.0,1
16,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,1,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
17,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
18,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
19,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,0.0,1,1.0,0
20,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
21,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,1.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,0.0,1.0,1,0.0,1
22,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,1.0,1
23,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,1.0,1
24,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1,1.0,0
25,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
26,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,1,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
27,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,1,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
28,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1,1.0,0
29,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
30,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,1.0,1,0.0,1
31,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,0.0,0
32,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,0.0,0
33,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,0.0,1
34,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,0.0,0
35,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
36,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,0.0,0
37,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
38,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
39,1,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,0.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,0.0,0
40,1,1,0,0,1,1,1.0,1.0,1,1,1.0,1,1,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,1,1,0,1,1,0.0,1.0,1.0,1,1.0,1,1,1,1,1,1,0.0,1,0,1,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1.0,1.0,1.0,1.0,1,0.0,1
41,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,0
42,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0,1,1,1.0,1.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,1,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1,1.0,1
43,1,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,0,1,1,1,0.0,1,1,0.0,1,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,0,1,0,1,1,1,1,1,1,1,0.0,1.0,0.0,0.0,1,1.0,1
44,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1,1.0,0
45,1,1,0,1,1,1,1.0,1.0,1,1,0.0,1,0,0,1,0,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,1,1,1,1,1,1,0.0,1,1,1.0,0,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,0,1,1,1,0.0,1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,0.0,0.0,1,1.0,0
46,0,0,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,1.0,1,0,1,1,1,1.0,1.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,1
47,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,1.0,1,0,0,1,1,1.0,1.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,0.0,1,1.0,1
48,0,0,0,0,0,1,1.0,1.0,1,1,1.0,1,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,1,1,1,1.0,1.0,1.0,1,1.0,0,0,1,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1,1,1,1,1,1,0,1,0.0,1.0,1.0,0.0,1,1.0,1
49,0,0,0,0,0,1,1.0,1.0,1,1,1.0,0,0,0,1,0,1,1,1,1,0.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,1.0,1,1,0.0,1,0,1,1,1,1.0,1.0,1.0,1,1.0,0,1,1,1,1,1,1.0,1,0,1,0,1.0,1,0,0,1,1,1,1,1,1,1,0,1,0.0,1.0,1.0,0.0,1,1.0,1
50,0,0,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,1,1,1,1,1.0,1,0,1.0,1,0,1,1,1,1.0,1.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,0.0,1,1.0,1
51,0,1,0,0,1,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,0,0,1,0,1,1,1,1.0,1,1,0.0,1,0,1,1,1,1.0,0.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,1,1,1,1,1,1,0,1,0.0,1.0,0.0,0.0,1,1.0,1
52,0,1,0,0,0,1,1.0,1.0,1,1,0.0,1,0,0,1,1,1,1,1,1,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0.0,1,1,0,1,1,1,1,1.0,1,1.0,1,1,1,0,1,0,1,0,1,1,1,0.0,1,1,0.0,1,0,0,1,1,1.0,0.0,1.0,1,1.0,0,1,1,1,1,1,0.0,1,0,1,0,1.0,1,0,1,1,0,1,1,1,1,1,0,1,1.0,1.0,0.0,0.0,1,1.0,1
